400	373.465118
401	374.461212
402	375.457367
403	376.453461
404	377.449615
405	378.445831
406	379.441986
407	380.438232
408	381.434418
409	382.430695
410	383.426941
411	384.423218
412	385.419525
413	386.415863
414	387.412170
415	388.408478
416	389.404846
417	390.401276
418	391.397644
419	392.394073
420	393.390472
421	394.386932
422	395.383392
423	396.379852
424	397.376343
425	398.372864
426	399.369415
427	400.365936
428	401.362488
429	402.359100
430	403.355713
431	404.352264
432	405.348877
433	406.345520
434	407.342194
435	408.338806
436	409.335510
437	410.332184
438	411.328857
439	412.325592
440	413.322327
441	414.319122
442	415.315857
443	416.312622
444	417.309418
445	418.306213
446	419.303040
447	420.299896
448	421.296722
449	422.293549
450	423.290405
451	424.287323
452	425.284210
453	426.281189
454	427.278076
455	428.275024
456	429.272003
457	430.268921
458	431.265869
459	432.262848
460	433.259888
461	434.256897
462	435.253906
463	436.250977
464	437.247986
465	438.245056
466	439.242157
467	440.239227
468	441.236359
469	442.233398
470	443.230560
471	444.227692
472	445.224854
473	446.222015
474	447.219177
475	448.216339
476	449.213531
477	450.210724
478	451.207916
479	452.205200
480	453.202393
481	454.199615
482	455.196930
483	456.194153
484	457.191467
485	458.188751
486	459.186096
487	460.183350
488	461.180664
489	462.178009
490	463.175323
491	464.172699
492	465.170044
493	466.167480
494	467.164825
495	468.162201
496	469.159637
497	470.157104
498	471.154449
499	472.151886
500	473.149414
